customer,state,gender,education,customer lifetime value,income,monthly premium auto,number of open complaints,policy type,vehicle class,total claim amount
XA27299,California,M,Bachelor,12812.43898,0.0,128.0,0.0,Personal Auto,SUV,789.775123
MT39460,California,M,Master,2472.227293,76441.0,62.0,0.0,Personal Auto,Four-Door Car,294.258612
NM33351,California,F,Bachelor,35186.25611,86134.0,98.0,0.0,Corporate Auto,Two-Door Car,3.246203
IR29181,California,M,High School or Below,9336.123495,45262.0,117.0,0.0,Corporate Auto,Four-Door Car,842.4
TE79454,California,F,Bachelor,14980.04626,0.0,222.0,0.0,Personal Auto,Luxury Car,1123.485329
US34108,California,F,Bachelor,4773.656279,27725.0,63.0,4.0,Personal Auto,Four-Door Car,302.4
LG45849,California,M,Doctor,4698.521352,27985.0,117.0,0.0,Personal Auto,Two-Door Car,561.6
FI25204,California,F,Master,3491.26162,29673.0,92.0,2.0,Corporate Auto,Two-Door Car,328.348506
YM24620,California,M,Master,4505.842815,24790.0,113.0,0.0,Personal Auto,SUV,767.242337
UG49494,California,F,High School or Below,5765.502751,57846.0,73.0,1.0,Personal Auto,Four-Door Car,481.014309
VM77872,California,M,High School or Below,7685.652168,0.0,111.0,0.0,Corporate Auto,Four-Door Car,799.2
EY49684,California,F,Bachelor,2309.876793,0.0,61.0,0.0,Personal Auto,Four-Door Car,32.454659
XB70333,California,M,High School or Below,6582.286333,10738.0,109.0,4.0,Personal Auto,Four-Door Car,852.256188
BC75105,California,M,College,2860.440918,45587.0,81.0,5.0,Personal Auto,Four-Door Car,380.595522
BR22486,California,F,College,5039.435344,82940.0,63.0,0.0,Personal Auto,Four-Door Car,332.847984
JT27173,California,M,College,3979.282641,42633.0,101.0,0.0,Corporate Auto,SUV,285.048692
AT31367,California,F,College,6273.911874,18577.0,86.0,0.0,Corporate Auto,Four-Door Car,412.8
EW17514,California,M,Master,14435.67365,60880.0,119.0,0.0,Personal Auto,Two-Door Car,109.906628
QJ31447,California,M,Master,19339.20282,22582.0,61.0,0.0,Personal Auto,Four-Door Car,292.8
BC85847,California,F,Bachelor,6872.043512,0.0,64.0,0.0,Corporate Auto,Four-Door Car,585.058877
FP53421,California,M,High School or Below,7613.706014,25944.0,70.0,0.0,Personal Auto,Four-Door Car,336.0
ZF54421,California,M,High School or Below,6369.262355,34498.0,83.0,0.0,Personal Auto,Two-Door Car,398.4
EG81847,California,F,High School or Below,14255.23041,31027.0,124.0,1.0,Personal Auto,SUV,597.578875
SE21603,California,M,Bachelor,2469.088506,0.0,71.0,0.0,Corporate Auto,Four-Door Car,484.87847
RA47157,California,M,High School or Below,3451.25106,45609.0,87.0,0.0,Corporate Auto,Two-Door Car,246.515921
ZA45956,California,F,Master,13736.1325,16181.0,181.0,0.0,Personal Auto,SUV,1261.319869
PB93081,California,M,High School or Below,6360.649533,41195.0,160.0,0.0,Corporate Auto,SUV,323.1897
ZE49470,California,F,Master,4770.984146,76194.0,119.0,0.0,Personal Auto,SUV,388.313599
QW72605,California,F,Bachelor,10296.9965,0.0,138.0,0.0,Personal Auto,SUV,666.977979
MG53211,California,F,College,3237.923545,60097.0,82.0,0.0,Personal Auto,Four-Door Car,278.735779
YB49540,California,F,College,5254.019142,95017.0,65.0,0.0,Personal Auto,Four-Door Car,324.99944
FY77803,California,F,High School or Below,10129.50677,0.0,68.0,0.0,Corporate Auto,Four-Door Car,326.4
KX64629,California,F,College,2228.525238,0.0,64.0,0.0,Personal Auto,Four-Door Car,744.924331
IN28584,California,F,Bachelor,16501.06524,83547.0,137.0,1.0,Personal Auto,SUV,75.663572
FP66891,California,M,Bachelor,2178.520191,0.0,65.0,0.0,Personal Auto,Four-Door Car,319.49223
TT97465,California,M,College,14642.14003,57561.0,62.0,1.0,Corporate Auto,Four-Door Car,298.430234
AM88377,California,F,Bachelor,5049.765309,10180.0,65.0,0.0,Corporate Auto,Two-Door Car,455.654032
JA47688,California,M,Master,3544.541005,40658.0,90.0,0.0,Personal Auto,Two-Door Car,502.873215
GP87031,California,F,College,3210.136249,23554.0,86.0,0.0,Corporate Auto,Four-Door Car,412.8
ZV43350,California,F,Bachelor,4531.366283,0.0,119.0,0.0,Personal Auto,Four-Door Car,571.2
TG37259,California,M,Master,3373.869214,28989.0,85.0,0.0,Personal Auto,Four-Door Car,408.0
KM22467,California,M,Bachelor,5451.802287,55898.0,69.0,0.0,Personal Auto,Two-Door Car,441.951758
JB32090,California,F,High School or Below,3045.05813,53441.0,76.0,0.0,Personal Auto,Two-Door Car,364.8
EY78874,California,M,Doctor,2715.68743,20848.0,71.0,0.0,Corporate Auto,Four-Door Car,350.143872
ZT60177,California,F,High School or Below,3802.994357,0.0,108.0,0.0,Personal Auto,Sports Car,932.654942
RV92809,California,M,College,5498.940679,22520.0,73.0,0.0,Personal Auto,Four-Door Car,350.4
VI69768,California,M,Bachelor,23990.14738,69781.0,119.0,0.0,Personal Auto,SUV,849.208601
NP40205,California,M,Bachelor,7901.427389,99711.0,98.0,0.0,Corporate Auto,Four-Door Car,11.549207
LZ56963,California,F,College,8596.567628,25785.0,112.0,1.0,Corporate Auto,SUV,537.6
CO56168,California,M,High School or Below,3964.527997,62638.0,100.0,0.0,Personal Auto,SUV,441.988868
HJ64239,California,F,College,8262.629249,0.0,113.0,0.0,Corporate Auto,SUV,813.6
WX80471,California,M,High School or Below,6676.726314,56875.0,84.0,0.0,Personal Auto,Two-Door Car,145.448401
EH51056,California,M,High School or Below,2750.878284,93102.0,68.0,0.0,Personal Auto,Two-Door Car,578.945761
DK19711,California,M,College,5495.183322,25564.0,71.0,0.0,Personal Auto,Four-Door Car,228.515513
ZJ71004,California,F,Bachelor,2471.278718,29918.0,62.0,0.0,Personal Auto,Four-Door Car,108.892382
CE68841,California,F,Bachelor,4128.385865,95891.0,102.0,0.0,Corporate Auto,SUV,34.235959
HX41374,California,M,High School or Below,15234.7459,72988.0,127.0,0.0,Personal Auto,SUV,276.503559
QE13586,California,M,High School or Below,6366.225775,44368.0,80.0,0.0,Personal Auto,Two-Door Car,384.0
PA20570,California,M,Bachelor,6575.451884,84146.0,82.0,0.0,Personal Auto,Four-Door Car,464.714188
MB91424,California,M,College,7425.269244,36259.0,63.0,0.0,Corporate Auto,Four-Door Car,302.4
QW98193,California,M,College,3924.416277,56480.0,101.0,0.0,Corporate Auto,SUV,617.650751
TS53731,California,F,College,8660.838974,79674.0,107.0,0.0,Personal Auto,SUV,9.275859
WK55963,California,M,College,8130.651447,61036.0,68.0,0.0,Corporate Auto,Two-Door Car,413.25233
CE71123,California,F,Bachelor,12751.27591,33235.0,110.0,0.0,Personal Auto,SUV,113.804117
KK38827,California,F,Master,4170.687348,29462.0,107.0,1.0,Personal Auto,SUV,513.6
YH81239,California,M,High School or Below,6405.738932,48131.0,82.0,0.0,Personal Auto,Four-Door Car,393.6
MD32702,California,F,Bachelor,3573.291869,0.0,109.0,1.0,Personal Auto,SUV,523.2
UK79109,California,M,College,9095.049868,37937.0,116.0,0.0,Corporate Auto,SUV,556.8
TV37646,California,F,College,4794.116328,70012.0,119.0,0.0,Personal Auto,SUV,755.19863
QS35019,California,M,Master,14435.67365,60880.0,119.0,0.0,Personal Auto,Two-Door Car,109.906628
RJ62038,California,M,High School or Below,8166.512251,0.0,82.0,0.0,Personal Auto,Four-Door Car,590.4
VX94337,California,M,High School or Below,8807.609658,59762.0,113.0,0.0,Corporate Auto,SUV,542.4
GM54723,California,M,Bachelor,9061.63365,0.0,65.0,0.0,Corporate Auto,Four-Door Car,413.288528
ET39822,California,F,Bachelor,8256.2978,62902.0,69.0,0.0,Personal Auto,Two-Door Car,159.383042
WA94988,California,F,Bachelor,19327.87406,57245.0,124.0,0.0,Corporate Auto,Sports Car,681.577742
WZ23060,California,F,Bachelor,7050.972166,39040.0,174.0,0.0,Personal Auto,SUV,835.2
HK84372,California,M,High School or Below,2409.7007,0.0,70.0,0.0,Personal Auto,Four-Door Car,504.0
WG28563,California,F,Doctor,5519.513075,70914.0,68.0,0.0,Personal Auto,Four-Door Car,77.695518
KE70943,California,F,College,10090.40808,97238.0,126.0,0.0,Personal Auto,SUV,604.8
LD76400,California,F,Bachelor,31316.61358,42522.0,132.0,0.0,Corporate Auto,SUV,909.876614
DR54244,California,F,High School or Below,2590.840183,0.0,67.0,0.0,Personal Auto,Four-Door Car,321.6
FV63234,California,F,Bachelor,4957.1612,0.0,67.0,0.0,Personal Auto,Four-Door Car,321.6
IV60781,California,F,Doctor,4014.453113,37384.0,99.0,0.0,Personal Auto,Four-Door Car,475.2
AK59340,California,M,High School or Below,5601.138061,42360.0,71.0,0.0,Corporate Auto,Four-Door Car,99.509191
NF78904,California,F,Bachelor,7370.61684,67871.0,61.0,0.0,Corporate Auto,Four-Door Car,10.475529
IS55638,California,F,College,15503.72309,29932.0,64.0,0.0,Personal Auto,Two-Door Car,319.710124
RD40721,California,M,High School or Below,5384.731816,0.0,78.0,0.0,Corporate Auto,Four-Door Car,748.774773
ZF70768,California,M,High School or Below,4050.280057,82758.0,101.0,0.0,Personal Auto,Two-Door Car,179.430114
FH68849,California,F,Bachelor,12765.77704,0.0,117.0,0.0,Personal Auto,SUV,842.4
ZO42514,California,F,Bachelor,9159.005771,96331.0,114.0,0.0,Personal Auto,Two-Door Car,491.027024
FR66336,California,M,High School or Below,5325.724541,0.0,73.0,0.0,Personal Auto,Two-Door Car,496.474767
MQ84363,California,M,Bachelor,11072.03193,58971.0,94.0,1.0,Corporate Auto,Four-Door Car,318.882053
UC75204,California,F,High School or Below,12851.42404,0.0,186.0,0.0,Personal Auto,Luxury SUV,1339.2
WN56695,California,M,College,8607.482071,0.0,118.0,0.0,Personal Auto,Four-Door Car,566.4
MF59279,California,M,Bachelor,4222.977602,0.0,63.0,0.0,Personal Auto,Two-Door Car,302.4
US30122,California,M,College,61134.68307,0.0,198.0,0.0,Corporate Auto,Luxury Car,2275.265075
IM15403,California,M,College,9368.27103,44980.0,81.0,0.0,Corporate Auto,Two-Door Car,333.478333
IH18704,California,M,Master,4365.256633,23566.0,112.0,0.0,Personal Auto,SUV,537.6
FP27229,California,F,College,3384.468426,54603.0,86.0,0.0,Corporate Auto,Four-Door Car,412.8
ZA60820,California,M,High School or Below,2409.003095,0.0,67.0,0.0,Personal Auto,Two-Door Car,482.4
WT65970,California,F,High School or Below,7209.088399,0.0,99.0,0.0,Personal Auto,Four-Door Car,715.039363
IX10511,California,M,College,3875.541141,0.0,117.0,0.0,Personal Auto,Sports Car,842.4
XB71208,California,F,College,2735.469265,96314.0,69.0,0.0,Personal Auto,Four-Door Car,296.995798
QI99143,California,F,Bachelor,3092.632781,31168.0,78.0,0.0,Corporate Auto,Four-Door Car,289.386343
XQ19310,California,F,High School or Below,5006.609577,0.0,71.0,0.0,Personal Auto,Two-Door Car,358.985713
HK40573,California,M,College,14382.56463,52174.0,121.0,0.0,Personal Auto,SUV,403.737293
NN65590,California,F,College,2762.801339,72335.0,69.0,0.0,Personal Auto,Four-Door Car,331.2
NG15940,California,M,High School or Below,3997.476302,0.0,62.0,1.0,Corporate Auto,Four-Door Car,552.845318
UE96503,California,M,Doctor,5599.668502,0.0,73.0,0.0,Corporate Auto,Four-Door Car,350.4
AE90216,California,M,Bachelor,4974.801539,75644.0,65.0,3.0,Personal Auto,Two-Door Car,467.803638
LJ20215,California,F,High School or Below,3435.649178,0.0,95.0,0.0,Corporate Auto,Four-Door Car,679.052398
PF78020,California,M,College,5574.618901,20075.0,71.0,0.0,Personal Auto,Four-Door Car,371.679189
IU71285,California,F,Bachelor,6889.518761,33786.0,89.0,1.0,Personal Auto,Two-Door Car,75.110004
RM93459,California,M,College,17497.52201,0.0,73.0,0.0,Personal Auto,Two-Door Car,350.4
XV53963,California,M,High School or Below,10986.22795,96721.0,138.0,1.0,Personal Auto,SUV,662.4
ZK71157,California,F,Bachelor,5358.163394,40833.0,69.0,0.0,Corporate Auto,Four-Door Car,294.591676
FS31523,California,F,High School or Below,8532.718297,0.0,122.0,2.0,Personal Auto,SUV,585.6
NH99355,California,M,High School or Below,4634.730197,0.0,62.0,0.0,Personal Auto,Four-Door Car,297.6
EZ11341,California,M,College,8080.948098,85210.0,68.0,0.0,Personal Auto,Two-Door Car,32.714226
QE52050,California,F,Bachelor,5678.050167,0.0,76.0,0.0,Corporate Auto,Four-Door Car,364.8
YT92071,California,F,Master,5243.538258,44851.0,66.0,0.0,Corporate Auto,Four-Door Car,439.762045
LO14234,California,M,High School or Below,12263.10529,0.0,174.0,0.0,Personal Auto,SUV,1724.234933
HH49378,California,M,Master,30859.36361,69872.0,111.0,2.0,Corporate Auto,Sports Car,218.395525
JY66887,California,F,High School or Below,16320.76716,0.0,247.0,3.0,Personal Auto,Luxury Car,1778.4
HZ39601,California,F,College,13447.37157,26708.0,122.0,0.0,Personal Auto,SUV,585.6
TV35668,California,F,College,2722.210707,17576.0,71.0,0.0,Personal Auto,Four-Door Car,398.502948
BK83393,California,F,Bachelor,32317.03275,55475.0,116.0,0.0,Personal Auto,SUV,412.471
ZN98560,California,M,College,7896.706446,0.0,111.0,0.0,Corporate Auto,SUV,190.120714
ZR81759,California,M,Master,2820.741005,35855.0,70.0,0.0,Personal Auto,Two-Door Car,278.208622
SV46904,California,F,High School or Below,6904.081112,0.0,98.0,0.0,Personal Auto,Four-Door Car,1032.329445
YN69214,California,M,Bachelor,7689.714281,0.0,73.0,0.0,Personal Auto,Four-Door Car,617.705323
ZI69514,California,M,College,4821.213012,63391.0,64.0,4.0,Corporate Auto,Four-Door Car,119.587974
NL33789,California,F,Bachelor,4077.501164,53093.0,103.0,0.0,Corporate Auto,SUV,98.991733
LU53495,California,M,College,2888.853662,65412.0,73.0,1.0,Personal Auto,Four-Door Car,101.753098
HN89408,California,M,College,3653.12609,0.0,107.0,0.0,Corporate Auto,Four-Door Car,770.4
PF71940,California,F,Bachelor,4836.747754,0.0,136.0,0.0,Personal Auto,SUV,979.2
VJ49806,California,M,College,13009.18057,0.0,61.0,0.0,Personal Auto,Two-Door Car,380.069056
GY40926,California,M,College,2612.528734,37073.0,66.0,0.0,Personal Auto,Four-Door Car,316.8
II32272,California,F,High School or Below,25390.54546,19359.0,129.0,0.0,Personal Auto,Sports Car,928.8
NG68910,California,M,High School or Below,8901.055724,46814.0,113.0,0.0,Corporate Auto,SUV,542.4
XK43825,California,M,College,4704.176131,0.0,68.0,1.0,Personal Auto,Two-Door Car,326.4
LA29810,California,F,College,6240.903564,68332.0,79.0,3.0,Personal Auto,Four-Door Car,379.2
BU71528,California,M,College,8053.268897,17301.0,105.0,0.0,Personal Auto,Four-Door Car,638.543326
OM73267,California,F,High School or Below,5229.445752,69545.0,65.0,0.0,Corporate Auto,Four-Door Car,312.0
IW72280,California,F,Doctor,5035.035257,37405.0,63.0,3.0,Corporate Auto,Four-Door Car,287.556107
PH47195,California,M,Bachelor,5492.388442,74271.0,136.0,0.0,Personal Auto,Sports Car,174.327925
KU85991,California,M,High School or Below,2592.437797,72421.0,65.0,0.0,Corporate Auto,Four-Door Car,312.0
LK49091,California,F,Bachelor,3657.585449,62650.0,92.0,0.0,Personal Auto,Four-Door Car,148.820742
OK96130,California,M,High School or Below,5319.311913,37331.0,134.0,0.0,Personal Auto,SUV,898.914194
MN83273,California,F,High School or Below,41787.90343,46587.0,119.0,2.0,Personal Auto,Four-Door Car,571.2
NY89701,California,F,Bachelor,5977.410465,25320.0,76.0,1.0,Personal Auto,Four-Door Car,269.065636
FL30667,California,F,College,9298.887011,22094.0,79.0,1.0,Corporate Auto,Four-Door Car,460.889274
AW27717,California,F,High School or Below,20531.64534,12503.0,92.0,0.0,Personal Auto,Four-Door Car,120.69808
OL28568,California,M,Bachelor,8725.292767,69772.0,112.0,0.0,Personal Auto,Four-Door Car,537.6
EA52579,California,F,Bachelor,7687.296987,0.0,109.0,0.0,Personal Auto,SUV,523.2
WZ96432,California,F,Master,9150.137599,32370.0,115.0,0.0,Corporate Auto,SUV,552.0
HC90344,California,F,Bachelor,20370.76787,0.0,73.0,1.0,Corporate Auto,Four-Door Car,525.6
SG59507,California,F,College,2775.671887,38222.0,71.0,0.0,Personal Auto,Four-Door Car,166.78838
HE85298,California,F,High School or Below,4384.348683,32272.0,110.0,0.0,Corporate Auto,SUV,6.342791
CR83581,California,M,College,7712.057483,27816.0,118.0,5.0,Personal Auto,SUV,566.4
MB15338,California,M,College,11472.23701,62134.0,73.0,0.0,Personal Auto,Two-Door Car,25.333594
YR10848,California,F,Bachelor,4118.588554,69379.0,103.0,0.0,Personal Auto,Two-Door Car,494.4
KA69047,California,M,Bachelor,3450.073829,68082.0,88.0,0.0,Personal Auto,Four-Door Car,39.579516
XE72624,California,F,High School or Below,2536.885365,34653.0,64.0,0.0,Corporate Auto,Four-Door Car,307.2
UN77671,California,F,College,7330.190221,26906.0,92.0,0.0,Personal Auto,Two-Door Car,106.528651
RN72721,California,F,High School or Below,8886.296424,20903.0,117.0,0.0,Personal Auto,SUV,561.6
LO94085,California,F,College,3193.156111,80580.0,81.0,2.0,Personal Auto,Two-Door Car,41.694266
JR89623,California,F,High School or Below,2698.693364,76025.0,67.0,0.0,Corporate Auto,Four-Door Car,151.021648
VF65535,California,F,College,42937.34691,64937.0,122.0,0.0,Corporate Auto,SUV,328.82872
CF95802,California,M,College,8151.719109,0.0,114.0,0.0,Personal Auto,SUV,820.8
XX88364,California,M,Bachelor,8622.835375,97361.0,73.0,0.0,Corporate Auto,Four-Door Car,350.4
CK15380,California,F,High School or Below,2784.911238,20814.0,72.0,0.0,Personal Auto,Four-Door Car,288.594641
HS97983,California,F,High School or Below,30647.63125,0.0,105.0,0.0,Personal Auto,Four-Door Car,1212.054819
CC92362,California,M,Bachelor,8936.370357,18141.0,116.0,0.0,Personal Auto,Four-Door Car,722.404711
JW21133,California,M,Bachelor,6480.099944,18820.0,95.0,4.0,Personal Auto,Two-Door Car,456.0
YP72749,California,F,Bachelor,2449.789611,44662.0,63.0,1.0,Corporate Auto,Four-Door Car,165.098152
KW99972,California,F,High School or Below,10524.71154,40332.0,132.0,2.0,Personal Auto,Sports Car,463.604317
NW62233,California,M,Master,5314.958536,66467.0,66.0,0.0,Personal Auto,Two-Door Car,294.705573
HJ62427,California,F,College,3522.480373,90804.0,87.0,0.0,Personal Auto,Four-Door Car,169.386126
TA31436,California,F,Bachelor,8132.702789,36737.0,102.0,0.0,Corporate Auto,Sports Car,512.861063
ZK67670,California,F,Master,31758.35391,44207.0,99.0,0.0,Corporate Auto,Four-Door Car,407.638917
QK82654,California,M,College,19849.73509,0.0,286.0,0.0,Personal Auto,Luxury SUV,2059.2
GY43856,California,F,College,4349.30875,75648.0,108.0,0.0,Corporate Auto,SUV,112.660916
BA87216,California,M,College,20878.41013,50555.0,88.0,0.0,Personal Auto,Four-Door Car,422.4
OH83983,California,M,Doctor,3528.044252,31278.0,92.0,4.0,Personal Auto,Two-Door Car,441.6
ZU83252,California,F,Master,8703.727127,61897.0,72.0,0.0,Personal Auto,Four-Door Car,3.406136
DN92191,California,M,Master,8383.677045,68717.0,70.0,0.0,Personal Auto,Four-Door Car,810.907059
XR74007,California,F,Bachelor,3540.206231,62863.0,88.0,0.0,Corporate Auto,Four-Door Car,94.507735
GB32334,California,F,College,5379.482798,24702.0,68.0,0.0,Personal Auto,Four-Door Car,214.91451
QW59726,California,F,Master,2944.780529,87274.0,73.0,1.0,Personal Auto,Four-Door Car,350.4
XO43812,California,M,Master,8028.179882,56482.0,199.0,0.0,Personal Auto,Luxury SUV,955.2
UI75273,California,F,High School or Below,7522.068229,47727.0,94.0,0.0,Corporate Auto,Two-Door Car,451.2
MR76405,California,F,College,9470.063102,46530.0,80.0,1.0,Corporate Auto,Four-Door Car,118.556928
VF65251,California,M,College,6674.177684,0.0,189.0,0.0,Personal Auto,Luxury SUV,1737.320276
GH31245,California,F,High School or Below,12694.88894,73274.0,105.0,0.0,Corporate Auto,SUV,284.211516
UW20734,California,F,College,3590.693623,82918.0,89.0,0.0,Personal Auto,Two-Door Car,29.828668
KK61203,California,M,High School or Below,3934.099422,20920.0,103.0,0.0,Personal Auto,Four-Door Car,494.4
UQ54273,California,M,College,11790.49617,25251.0,66.0,0.0,Personal Auto,Four-Door Car,316.8
PV48046,California,M,Master,5267.760257,39722.0,133.0,0.0,Personal Auto,SUV,638.4
QW21219,California,F,High School or Below,16468.22079,0.0,63.0,0.0,Corporate Auto,Four-Door Car,685.12694
PR80703,California,F,Bachelor,5745.95924,51335.0,71.0,0.0,Personal Auto,Four-Door Car,171.685669
